ID,Type,SKU,Name,Published,Is featured?,Short description,Description,In stock?,Stock,Low stock amount,Sale price,Regular price,Categories,Tags,Images,Brands,Meta: _headstart_post,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: post_views_count
193,simple,SKU21470,Smart Headphones Plus,1,1,,High-quality smart headphones plus designed for optimal performance and durability.,1,169,10,1027.65,1377.93,Accessories,"Bass, Vintage",https://picsum.photos/600/600,Yamaha,1,,,,,,,,,563
194,simple,SKU54926,Digital Charger HD,1,0,,High-quality digital charger hd designed for optimal performance and durability.,1,31,12,82.81,118.11,Accessories,"USB, Stereo, Bluetooth",https://images.unsplash.com/photo-1504274066651-8d31a536b11a,KitchenAid,1,Capacity,"1L, 2L, 330 ml, 500ml, 1.5L",1,1,User Group,"Men, Unisex, Kids",1,1,230
195,simple,SKU15862,Premium Speaker System,1,1,,High-quality premium speaker system designed for optimal performance and durability.,1,94,20,677.83,1067.46,Office Supplies,"Eco-Friendly, Luxury",https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,Boutique,1,Material,"Silk, Ceramic, Rubber, Metal",1,1,,,,,608
196,variable,SKU16044,15-Speed Bike,1,0,,High-quality 15-speed bike designed for optimal performance and durability.,1,153,11,194.16,244.03,Bicycle,,https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,ACEX,1,User Group,"Kids, Unisex, Women, Adult, Boys & Girls",1,1,Material,"Rubber, Silk",1,1,754
197,simple,SKU22421,Smart Speaker Plus,1,0,,High-quality smart speaker plus designed for optimal performance and durability.,1,194,10,312.24,431.45,Automotive,Wireless,https://images.unsplash.com/photo-1585386959984-a4155224a1ad,Wilson,1,Material,"Silk, Rubber, Cotton, Metal, Wood",1,0,,,,,415
198,simple,SKU96268,Smart Charger Plus,1,0,,High-quality smart charger plus designed for optimal performance and durability.,1,111,13,836.69,1274.71,Electronics,"Hi-Fi, Luxury, Bass",https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,JBL,1,Material,"Cotton, Glass",1,0,Capacity,"1L, 2L, 330 ml",1,1,717
199,simple,SKU13801,Premium Smartwatch System,1,0,,High-quality premium smartwatch system designed for optimal performance and durability.,1,49,19,,487.45,Automotive,Premium,https://images.unsplash.com/photo-1504274066651-8d31a536b11a,Yamaha,1,User Group,"Kids, Adult, Unisex, Boys & Girls",1,0,Material,"Rubber, Glass",1,0,686
200,variable,SKU94767,Premium Tablet System,1,0,,High-quality premium tablet system designed for optimal performance and durability.,1,99,7,,1537.11,Toys & Games,Vintage,https://images.unsplash.com/photo-1585386959984-a4155224a1ad,Sony,1,Color,"Gray, Purple",1,0,Material,"Leather, Silk, Wood",1,1,451
201,simple,SKU72322,Wireless Charger Pro,1,0,,High-quality wireless charger pro designed for optimal performance and durability.,1,40,18,,1255.6,Accessories,,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,Sony,1,,,,,,,,,435
202,grouped,SKU54876,Chef's Pot,1,0,,High-quality chef's pot designed for optimal performance and durability.,1,35,17,,254.16,Kitchen,"Wireless, Bluetooth, 7.1 D",https://picsum.photos/600/600,ACEX,1,Material,"Leather, Rubber",1,1,,,,,934
203,simple,SKU57080,Premium Camera System,1,0,,High-quality premium camera system designed for optimal performance and durability.,1,75,19,421.38,481.67,Toys & Games,"Hi-Fi, Professional, Stereo",https://images.pexels.com/photos/4482900/pexels-photo-4482900.jpeg,Adidas,1,,,,,,,,,390
204,simple,SKU88970,Portable Charger Max,1,1,,High-quality portable charger max designed for optimal performance and durability.,1,101,16,833.68,1056.35,Accessories,"Professional, 7.1 D",https://images.unsplash.com/photo-1585386959984-a4155224a1ad,JBL,1,Size,"26"", XL",1,1,,,,,60
205,simple,SKU57994,Wireless Smartwatch Pro,1,1,,High-quality wireless smartwatch pro designed for optimal performance and durability.,1,31,13,,244.86,Automotive,"Modern, Eco-Friendly",https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,Adidas,1,Capacity,"2L, 1.5L, 1L, 500ml",1,1,,,,,442
206,simple,SKU52318,Vintage Style Chair,1,0,,High-quality vintage style chair designed for optimal performance and durability.,1,124,16,1166.91,1694.09,Rocking Chair,"Hi-Fi, Stereo, Eco-Friendly",https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,Brothers,1,Size,"XXL, 28"", 26""",1,0,Capacity,"1L, 2L, 330 ml",1,1,345
207,simple,SKU94018,Portable Charger Max,1,0,,High-quality portable charger max designed for optimal performance and durability.,1,76,14,,1321.87,Health & Beauty,,https://picsum.photos/800/800,Adidas,1,Capacity,"1L, 330 ml",1,0,User Group,"Unisex, Women, Adult, Boys & Girls",1,0,321
208,simple,SKU80109,Portable Smartwatch Max,1,0,,High-quality portable smartwatch max designed for optimal performance and durability.,1,118,17,202.14,249.06,Sweater > Hoodie,Luxury,https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,Dell,1,Material,"Rubber, Ceramic, Cotton, Silk, Plastic",1,1,Size,"XXL, XXXL, 24"", 12""",1,0,369
209,simple,SKU49965,Portable Smartwatch Max,1,0,,High-quality portable smartwatch max designed for optimal performance and durability.,1,99,19,769.01,1208.95,Automotive,,https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,GreenThumb,1,Capacity,"500ml, 2L, 330 ml, 1L",1,0,,,,,172
210,simple,SKU39220,Wireless Headphones Pro,1,1,,High-quality wireless headphones pro designed for optimal performance and durability.,1,148,9,1233.34,1498.56,Books,Hi-Fi,https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,Brothers,1,Size,"24"", XXXL",1,0,Material,"Cotton, Silk",1,1,369
211,simple,SKU16629,Vintage Table Style,1,1,,High-quality vintage table style designed for optimal performance and durability.,1,133,11,,1556.79,Home & Garden,,https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Adidas,1,Size,"26"", 12"", XXXL, 16""",1,0,,,,,612
212,simple,SKU86059,Wireless Headphones Pro,1,1,,High-quality wireless headphones pro designed for optimal performance and durability.,1,187,10,569.37,854.32,Accessories,"Bluetooth, Bass, Wireless",https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Canon,1,,,,,,,,,823
213,variable,SKU98043,Wireless Tablet Pro,1,0,,High-quality wireless tablet pro designed for optimal performance and durability.,1,139,6,733.86,830.97,Sweater > Hoodie,"Wireless, Vintage, Eco-Friendly",https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,Wilson,1,,,,,,,,,174
214,simple,SKU35307,Wireless Smartwatch Pro,1,0,,High-quality wireless smartwatch pro designed for optimal performance and durability.,1,148,17,779.39,1046.19,Electronics,Eco-Friendly,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,SoundSphere,1,Material,"Cotton, Silk, Wood",1,1,Capacity,"1.5L, 330 ml, 1L, 500ml",1,0,898
215,variable,SKU10018,Leather-Clad Leisure Chair,1,0,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,158,12,,723.54,Rocking Chair,Stereo,https://images.unsplash.com/photo-1572635196237-14b3f281503f,Spalding,1,Size,"26"", M, 24"", 16""",1,1,,,,,849
216,external,SKU39757,Digital Headphones HD,1,0,,High-quality digital headphones hd designed for optimal performance and durability.,1,92,12,227.2,328.06,Pet Supplies,Stereo,https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Philips,1,Material,"Plastic, Cotton, Wood, Ceramic, Metal",1,1,,,,,219
217,variable,SKU65739,Digital Camera HD,1,1,,High-quality digital camera hd designed for optimal performance and durability.,1,86,8,660.65,946.72,Office Supplies,,https://picsum.photos/600/600,Dyson,1,,,,,,,,,189
218,variable,SKU19457,Premium Speaker System,1,1,,High-quality premium speaker system designed for optimal performance and durability.,1,144,6,,1575.98,Office Supplies,,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,Dell,1,,,,,,,,,173
219,simple,SKU44270,Digital Smartwatch HD,1,0,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,67,16,,790.96,Accessories,"Stereo, Professional",https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,BrightLife,1,Size,"16"", 24"", 12"", 28"", XXXL",1,0,,,,,305
220,variable,SKU72765,Digital Speaker HD,1,1,,High-quality digital speaker hd designed for optimal performance and durability.,1,155,16,873.7,1111.58,Accessories,Hi-Fi,https://images.pexels.com/photos/1232459/pexels-photo-1232459.jpeg,Philips,1,Size,"XXL, 28"", 26"", 12"", 24""",1,0,,,,,10
221,simple,SKU35881,Digital Charger HD,1,0,,High-quality digital charger hd designed for optimal performance and durability.,1,21,6,803.97,1319.12,Accessories,"Stereo, Professional, Eco-Friendly",https://images.unsplash.com/photo-1585155770447-2f66e2a397b5,Spalding,1,User Group,"Kids, Adult, Unisex, Boys & Girls, Men",1,0,,,,,899
222,simple,SKU55117,Portable Camera Max,1,1,,High-quality portable camera max designed for optimal performance and durability.,1,95,9,263.2,407.61,Automotive,"Wireless, Eco-Friendly",https://images.pexels.com/photos/90946/pexels-photo-90946.jpeg,Dell,1,Size,"XL, 26"", S",1,0,,,,,77
223,simple,SKU46301,Leather-Clad Leisure Chair,1,0,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,101,15,654.99,815.55,Rocking Chair,Premium,https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,KitchenAid,1,Capacity,"1L, 330 ml, 1.5L, 2L, 500ml",1,1,User Group,"Unisex, Men, Kids, Boys & Girls",1,1,685
224,variable,SKU96368,Portable Tablet Max,1,0,,High-quality portable tablet max designed for optimal performance and durability.,1,129,16,,1533.64,Pet Supplies,,https://images.pexels.com/photos/90946/pexels-photo-90946.jpeg,Sony,1,Material,"Ceramic, Plastic",1,1,,,,,767
225,simple,SKU43642,Portable Smartwatch Max,1,1,,High-quality portable smartwatch max designed for optimal performance and durability.,1,85,12,1363.61,1515.21,Automotive,"Bass, Stereo",https://images.unsplash.com/photo-1504274066651-8d31a536b11a,Sony,1,Material,"Rubber, Glass",1,0,Color,"Gray, Blue",1,1,763
226,external,SKU48492,Digital Camera HD,1,1,,High-quality digital camera hd designed for optimal performance and durability.,1,69,5,,401.05,Sweater > Hoodie,"Wireless, Bluetooth",https://picsum.photos/700/700,JBL,1,Material,"Cotton, Leather",1,0,,,,,393
227,grouped,SKU35860,Fitness Bike Elite,1,0,,High-quality fitness bike elite designed for optimal performance and durability.,1,50,6,1410.18,1718.78,Sports & Fitness,"7.1 D, Premium, Professional",https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,Sony,1,User Group,"Boys & Girls, Kids, Adult, Women, Unisex",1,0,,,,,403
228,simple,SKU78155,Portable Speaker Max,1,0,,High-quality portable speaker max designed for optimal performance and durability.,1,172,13,,95.77,Accessories,"Luxury, Bass",https://images.pexels.com/photos/19090/pexels-photo.jpg,Brothers,1,User Group,"Unisex, Boys & Girls, Women, Adult",1,1,Size,"XXL, 24""",1,1,270
229,simple,,5-Speed Bike,1,1,,High-quality 5-speed bike designed for optimal performance and durability.,1,138,9,1412.04,1577.51,Bicycle,"Vintage, Bluetooth, Professional",https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,Casio,1,,,,,,,,,862
230,simple,SKU35367,Digital Charger HD,1,0,,High-quality digital charger hd designed for optimal performance and durability.,1,31,20,909.25,1335.23,Office Supplies,Stereo,https://images.pexels.com/photos/2078268/pexels-photo-2078268.jpeg,Spalding,1,Size,"26"", M, 12"", S",1,1,,,,,593
231,simple,SKU19400,Hi-Fi Headphones,1,0,,High-quality hi-fi headphones designed for optimal performance and durability.,1,109,15,,562.37,Headphone,Stereo,https://images.unsplash.com/photo-1542291026-7eec264c27ff,Samsung,1,,,,,,,,,185
232,variable,SKU58116,8-Speed Bike,1,0,,High-quality 8-speed bike designed for optimal performance and durability.,1,140,10,271.14,375.36,Bicycle,"7.1 D, Eco-Friendly",https://images.pexels.com/photos/4482900/pexels-photo-4482900.jpeg,Samsung,1,Material,"Rubber, Metal, Glass",1,0,,,,,636
233,simple,SKU12444,6-Speed Bike,1,0,,High-quality 6-speed bike designed for optimal performance and durability.,1,107,7,181.56,211.03,Bicycle,"Bass, Premium, Bluetooth",https://images.unsplash.com/photo-1504274066651-8d31a536b11a,Remax,1,Color,"Purple, Black, Blue, Red, Pink",1,0,,,,,793
234,simple,SKU50775,6-Speed Bike,1,0,,High-quality 6-speed bike designed for optimal performance and durability.,1,71,6,,169.87,Bicycle,,https://picsum.photos/600/600,GreenThumb,1,User Group,"Adult, Men, Boys & Girls",1,1,Capacity,"2L, 500ml, 1.5L, 330 ml",1,0,87
235,variable,SKU74279,Smart Charger Plus,1,0,,High-quality smart charger plus designed for optimal performance and durability.,1,159,20,47.44,61.43,Office Supplies,Premium,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,Philips,1,Capacity,"1.5L, 500ml",1,1,Material,"Ceramic, Glass, Rubber, Wood",1,0,342
236,simple,SKU21078,Wireless Tablet Pro,1,0,,High-quality wireless tablet pro designed for optimal performance and durability.,1,191,18,615.96,958.13,Books,"USB, Luxury, Premium",https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,Dell,1,,,,,,,,,697
237,simple,SKU54751,Portable Charger Max,1,0,,High-quality portable charger max designed for optimal performance and durability.,1,57,17,27.27,36.16,Sweater > Hoodie,Luxury,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,HydroFlask,1,Capacity,"2L, 500ml",1,0,Material,"Rubber, Wood, Plastic",1,0,946
238,simple,SKU57273,Smart Speaker Plus,1,0,,High-quality smart speaker plus designed for optimal performance and durability.,1,197,19,,955.69,Electronics,Stereo,https://images.pexels.com/photos/2078268/pexels-photo-2078268.jpeg,BrightLife,1,,,,,,,,,970
239,simple,SKU27962,Wireless Camera Pro,1,0,,High-quality wireless camera pro designed for optimal performance and durability.,1,110,12,999.41,1207.41,Pet Supplies,USB,https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,HP,1,Size,"S, XXXL, 16"", XL, M",1,0,User Group,"Unisex, Kids, Women",1,1,472
240,simple,SKU56550,12-Speed Bike,1,1,,High-quality 12-speed bike designed for optimal performance and durability.,1,1,11,574.72,768.28,Bicycle,"Bluetooth, Stereo, Luxury",https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Nikon,1,Color,"Black, White, Green",1,1,User Group,"Women, Adult, Kids, Men",1,1,677
241,simple,SKU79783,Portable Headphones Max,1,0,,High-quality portable headphones max designed for optimal performance and durability.,1,163,12,,1875.43,Books,"Eco-Friendly, 7.1 D, Vintage",https://picsum.photos/700/700,HP,1,,,,,,,,,348
242,simple,SKU16284,Digital Camera HD,1,0,,High-quality digital camera hd designed for optimal performance and durability.,1,22,5,834.64,1058.3,Accessories,USB,https://images.pexels.com/photos/4482900/pexels-photo-4482900.jpeg,Spalding,1,,,,,,,,,887
243,simple,SKU53035,Classic Blender,1,1,,High-quality classic blender designed for optimal performance and durability.,1,70,19,,1523.53,Kitchen,"Luxury, Hi-Fi",https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,Nikon,1,Material,"Wood, Leather, Rubber",1,1,Size,"24"", XXXL",1,1,449
244,simple,SKU85680,Modern Sweater,1,0,,High-quality modern sweater designed for optimal performance and durability.,1,103,16,1076.6,1334.4,Clothing,"Hi-Fi, USB, Vintage",https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Dyson,1,,,,,,,,,109
245,simple,SKU90868,Wireless Smartwatch Pro,1,1,,High-quality wireless smartwatch pro designed for optimal performance and durability.,1,64,7,242.37,272.55,Office Supplies,Bluetooth,https://images.pexels.com/photos/4482900/pexels-photo-4482900.jpeg,Hatil,1,Capacity,"500ml, 330 ml, 1.5L",1,0,Material,"Glass, Leather, Ceramic, Plastic",1,0,81
246,simple,SKU63721,Premium Pants Collection,1,0,,High-quality premium pants collection designed for optimal performance and durability.,1,39,14,979.45,1151.87,Clothing,Luxury,https://via.placeholder.com/800x800/FF0000/FFFFFF?text=Product+Image,Dell,1,Capacity,"1.5L, 500ml, 2L",1,1,Color,"Blue, Yellow, Brown",1,0,237
247,variable,SKU55287,Modern Vase Collection,1,1,,High-quality modern vase collection designed for optimal performance and durability.,1,124,10,554.2,618.71,Home & Garden,Eco-Friendly,https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,KitchenAid,1,Material,"Plastic, Leather, Rubber, Ceramic",1,1,,,,,862
248,simple,SKU88285,Leather-Clad Leisure Chair,1,1,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,37,11,1383.24,1847.8,Rocking Chair,,https://picsum.photos/700/700,FlexiMat,1,,,,,,,,,384
249,grouped,SKU33126,Luxury Lamp Set,1,1,,High-quality luxury lamp set designed for optimal performance and durability.,1,41,14,186.53,246.54,Home & Garden,Stereo,https://picsum.photos/700/700,Philips,1,,,,,,,,,203
250,simple,SKU74914,Portable Speaker Max,1,0,,High-quality portable speaker max designed for optimal performance and durability.,1,94,16,598.2,784.87,Books,"Eco-Friendly, Vintage, Luxury",https://via.placeholder.com/800x800/FF0000/FFFFFF?text=Product+Image,Remax,1,Material,"Glass, Cotton, Ceramic, Rubber, Silk",1,0,Size,"XL, XXXL",1,1,146
251,simple,SKU95565,Sports Gloves Premium,1,0,,High-quality sports gloves premium designed for optimal performance and durability.,1,148,18,,496.49,Sports & Fitness,,https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,KitchenAid,1,Material,"Cotton, Metal, Ceramic",1,0,,,,,370
252,simple,SKU40089,Smart Smartwatch Plus,1,0,,High-quality smart smartwatch plus designed for optimal performance and durability.,1,12,7,1153.77,1823.51,Books,,https://images.pexels.com/photos/4482900/pexels-photo-4482900.jpeg,GreenThumb,1,Color,"Yellow, Black",1,0,,,,,935
253,simple,SKU40706,Smart Smartwatch Plus,1,0,,High-quality smart smartwatch plus designed for optimal performance and durability.,1,4,9,,430.1,Automotive,"Vintage, Premium, Bluetooth",https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Dell,1,Color,"Green, White, Blue",1,0,Capacity,"330 ml, 1.5L",1,1,918
